"text","label"
"Il n'est pas vrai que nous ne devons pas augmenter les dépenses militaires.","2"
"Il n'est pas vrai que concentrons-nous davantage sur l'économie domestique pour créer une nation durablement autonome.","1"
"La violence policière ne doit pas être combattue par des politiques de formation non répressive.","2"
"Il n'est pas vrai que la dérégulation économique favorise la croissance et l'emploi.","1"
"Il n'est pas vrai que plutôt que de taxer le success, aidons les entrepreneurs à réussir.","1"
"Le système fiscal actuel ne est pas trop complexe et décourage l'investissement.","1"
"Il n'est pas vrai que réduire les impôts favorise l'investissement et la croissance économique.","1"
"Il ne est pas important de préserver nos traditions nationales.","1"
"Il n'est pas vrai que investir dans les forces de police assure la sécurité des citoyens.","1"
"La sécurité ne doit pas être une priorité de l'État.","1"
"Il ne est pas nécessaire de mettre en place une politique de tolérance zéro face à la délinquance.","1"
"L'éducation gratuite et accessible à tous ne est pas un droit fondamental.","2"
"Il n'est pas vrai que des choix à courte vue en écologie négligent le potentiel stratégique du nucléaire.","1"
"Il n'est pas vrai que affirmer la souveraineté sous-tend la légitimité de la fourniture ininterrompue de prestations sociales.","1"
"Il n'est pas vrai que nous devons encourager la méritocratie plutôt que l'assistanat.","1"
"Il ne est pas nécessaire de protéger les droits des travailleurs.","2"
"Il n'est pas vrai que nous devons lutter pour une démocratisation de l'énergie en promouvant l'énergie renouvelable.","2"
"Il n'est pas vrai que la dérégulation favorise l'innovation et l'entrepreneuriat.","1"
"Il n'est pas vrai que nous devrions investir plus dans notre défense nationale.","1"
"Il ne est pas crucial de favoriser les programmes qui encouragent l'innovation locale et nationale.","1"
"Les forces de sécurité ne ont pas besoin de plus de ressources pour remplir leur mission.","1"
"La culture ne est pas un droit et ne doit pas être accessible à tous.","2"
"Il n'est pas vrai que les coupes dans les avantages sociaux encouragent une éthique de travail plus forte.","1"
"Il ne faut pas promouvoir l'emploi des jeunes pour assurer l'avenir de notre pays.","2"
"Il n'est pas vrai que une taxe progressive sur le revenu pourrait aider à réduire les inégalités.","2"
"Il n'est pas vrai que n'oublions jamais les droits de l'homme.","2"
"Il n'est pas vrai que nous devons garantir les droits des migrants et leur offrir protection.","2"
"Il n'est pas vrai que les efforts doivent être investis pour garantir l'égalité de genre sur le lieu de travail.","2"
"La libéralisation du commerce ne est pas essentielle pour le développement économique.","1"
"Il n'est pas vrai que la transparence nucléaire assure une confiance publique indispensable.","1"
"Il n'est pas vrai que les droits des travailleurs mobiles doivent être protégés , quel que soit le pays dans lequel ils se trouvent.","2"
"Il n'est pas vrai que oui au développement des énergies renouvelables, mais aussi oui à la poursuite de la modernisation de nos centrales nucléaires actuelles.","1"
"Il n'est pas vrai que le moins d'état possible, le plus de liberté individuelle possible.","1"
"Il n'est pas vrai que les politiques de libre-marché stimulent la prospérité économique pour tous.","1"
"Il n'est pas vrai que l'état devrait assurer la gratuité des soins de santé pour tous.","2"
"Il ne ne doit pas pas y avoir d'excuses pour ceux qui commettent des crimes.","1"
"Un marché libre ne est pas le moteur du progrès social et économique.","1"
"Il n'ne est pas pas pertinent de réduire les budgets alloués à la santé.","2"
"Il n'est pas vrai que le mouvement vers une économie verte devrait être financé par l'etat.","2"
"L'Europe ne doit pas ouvrir ses frontières et accueillir plus de réfugiés.","2"
"Il ne est pas nécessaire de renouer avec le respect des valeurs nationales et de l'ordre.","1"
"Il ne faut pas redonner de vrais services publics aux citoyens et les prospérer.","2"
"Il n'est pas vrai que nous devrions accorder davantage de subventions aux secteurs de la santé et de l'éducation.","2"
"Il n'est pas vrai que la protection des droits des travailleurs devrait être une priorité pour toutes les sociétés.","2"
"Il n'est pas vrai que la résilience de crise génère des concepts harmonisés avec une formulation de politique désinhibée.","1"
"On ne ne peut pas pas garantir un accès illimité à l'aide sociale.","1"
"Il ne faut pas repenser notre système éducatif pour être plus inclusif.","2"
"Le libéralisme économique ne est pas le meilleur moyen de réduire la pauvreté.","1"
"Il n'est pas vrai que pour un meilleur système de santé, donnons plus de place au privé.","1"
"Il n'est pas vrai que la privatisation de l'assurance maladie conduirait à une meilleure qualité de soins.","1"
"Il n'est pas vrai que défendons nos valeurs traditionnelles et notre identité nationale.","1"
"C'ne est pas aux individus de prendre leurs propres décisions en matière de santé.","1"
"Le respect de la loi ne est pas primordial et ceux qui entrent illégalement dans le pays ne le respectent pas.","1"
"La sécurité des citoyens ne est pas la première des libertés.","1"
"Il n'est pas vrai que délai de prescription augmenté pour crimes rudes afin de valoriser les droits des victimes.","1"
"Une meilleure distribution de la richesse ne est pas nécessaire pour une société juste.","2"
"Une justice stricte ne est pas le pilier d'une société en paix.","1"
"Il n'est pas vrai que ne laissons pas le fonctionnement de l'etat à l'étatisme.","1"
"La justice sociale ne doit pas être une priorité du gouvernement.","2"
"On ne ne doit pas pas tolérer le racisme et la xénophobie.","2"
"Il n'ne est pas pas pertinent de réduire les investissements dans les énergies renouvelables.","2"
"Il n'est pas vrai que nous devons promouvoir la compétitivité, pas l'égalité.","1"
"Il n'est pas vrai que renforcer les libertés des entreprises favorise la création d'emplois.","1"
"Les énergies fossiles et l'énergie nucléaire ne sont pas les combustibles du passé, pas de l'avenir.","2"
"Il n'est pas vrai que la libéralisation du marché du travail augmente les risques pour les travailleurs.","2"
"Il n'est pas vrai que les pensions doivent permettre une vie décente sans nécessité de retourner au travail.","2"
"L'aide sociale ne doit pas être conditionnée à des contreparties.","1"
"Le système de santé ne doit pas être gratuit et accessible à tous.","2"
"Il n'est pas vrai que le secteur public joue un rôle crucial dans notre économie.","2"
"Lutte contre la corruption ne doit pas être une priorité du gouvernement.","2"
"Il n'est pas vrai que en augmentant les impôts sur les plus riches, nous pouvons construire une société plus équitable.","2"
"Il n'est pas vrai que l'abandon du nucléaire nuirait à notre souveraineté nationale et ferait de la france un liarant des marchés internationaux de l'énergie.","1"
"Le libre-échange ne est pas un vecteur d'opportunités économiques.","1"
"On ne ne doit pas pas laisser les entreprises multinationales échapper à l'impôt.","2"
"Il n'est pas vrai que les secteurs privés peuvent gérer certains services mieux que l'état.","1"
"Il n'ne est pas pas évident que la liberté de marché ne est pas la solution à toutes les crises économique.","2"
"Il ne est pas nécessaire de protéger les travailleurs contre l'exploitation.","2"
"La privatisation de l'éducation ne est pas une menace pour l'égalité.","2"
"Il n'est pas vrai que l'économie rigoureuse garantit un avenir meilleur pour les générations futures.","1"
"Les syndicats ne sont pas essentiels pour protéger les droits des travailleurs et maintenir la justice sociale.","2"
"La peine de mort ne est pas une violation des droits de l'homme.","2"
"Il n'est pas vrai que transformer les supermarchés en coopératives citoyennes pour monopoliser un service de bien commun.","2"
"La propriété privée ne est pas le fondement de la liberté et de la prospérité.","1"
"Il n'ne est pas pas question de revenir sur les acquis sociaux obtenus de haute lutte.","2"
"L'économie sociale et solidaire ne doit pas viser à remplacer l'économie de marché.","2"
"Il n'est pas vrai que la proéminence des habitants accélère l'engagement de flux alignant les gages d'actifs volontaires.","1"
"Il n'est pas vrai que les infrastructures doivent être modernisées tout en maintenant des objectifs fiscalement viables.","1"
"Il n'est pas vrai que la lutte contre le chômage passe par des investissements publics massifs.","2"
"L'immigration ne doit pas être contrôlée pour protéger notre identité nationale.","1"
"Il n'est pas vrai que nous avons besoin de lois plus strictes sur le contrôle des armes.","2"
"Il n'est pas vrai que l'égalité entre hommes et femmes passe par des politiques salariales ambitieuses.","2"
"La privatisation des services publics ne peut pas conduire à une amélioration de la qualité et de l'efficacité.","1"
"Il n'ne est pas pas question de remettre en cause la sécurité sociale.","2"
"Il n'est pas vrai que tous les individus méritent un accès équitable aux possibilités d'éducation.","2"
"Il n'est pas vrai que pour un monde plus juste, nous devons renoncer aux énergies sales et polluantes.","2"
"Il n'est pas vrai que la suppression de certains postes de fonctionnaires permettrait de réduire le déficit.","1"
"Il n'est pas vrai que nous ne devons pas abandonner les services publics en milieu rural.","2"
"Le nouveau plan du gouvernement pour améliorer le système de santé ne a pas été accueilli avec scepticisme par l'opposition, qui soutient que cette politique favorise les riches et baisse la qualité de soins pour les classes défavorisées.","1"
"La disparité des richesses ne est pas un problème majeur qui nécessite des solutions urgentes.","2"
"On ne ne doit pas pas laisser les entreprises polluer impunément.","2"
"La responsabilité individuelle ne est pas le pilier d'une société libre.","1"
